,commercial_area_name,commercial_area_code,week,floating_population,total_sales,total_customers
4150,방이역 1번,3111032,WEDNESDAY,200795.0,18679071205,114020.0
4151,문정동성당,3111033,WEDNESDAY,40710.0,929149914,65770.0
4152,오동나무공원(송파레미니스1단지),3111034,WEDNESDAY,482426.0,5895523552,84289.0
4153,오금공원(오주중학교),3111035,WEDNESDAY,444647.0,787534361,63476.0
4154,투구봉어린이공원,3111036,WEDNESDAY,222971.0,3931020153,11014.0
4155,Sh수협은행 오금동금융센터(아랫말어린이공원),3111037,WEDNESDAY,145149.0,307109391,14292.0
4156,보인중학교,3111038,WEDNESDAY,396921.0,3025982974,110676.0
4157,벌말어린이공원,3111039,WEDNESDAY,574664.0,1908375419,65650.0
4158,거여초등학교,3111040,WEDNESDAY,373903.0,33961722,1215.0
4159,거여역 1번(거여공원),3111042,WEDNESDAY,1113955.0,6387752525,192348.0
4160,마천공원,3111043,WEDNESDAY,352990.0,398175894,40961.0
4161,남천초등학교,3111044,WEDNESDAY,758095.0,6435378310,254529.0
4162,개미어린이공원,3111045,WEDNESDAY,157517.0,22231235,757.0
4163,마천역(마천초등학교),3111046,WEDNESDAY,1060269.0,24354416041,445459.0
4164,마천1치안센터,3111047,WEDNESDAY,147865.0,1072103512,50627.0
4165,천호역 1번(천호문구완구거리),3111048,WEDNESDAY,758124.0,770161554,29114.0
4166,천호지구대(천호동자전거거리),3111049,WEDNESDAY,726030.0,2270904490,40528.0
4167,강동구청(강동구청역 2번),3111050,WEDNESDAY,198229.0,147812664,12965.0
4168,천호역 6번,3111051,WEDNESDAY,1584625.0,5539596748,196751.0
4169,암사역 3번(천호동자전거거리),3111052,WEDNESDAY,782133.0,3517952699,122868.0
4170,성내천어린이공원(하니사랑길),3111053,WEDNESDAY,657139.0,5343627699,107006.0
4171,암사역 4번(삼성광나루아파트),3111054,WEDNESDAY,112093.0,275890995,5468.0
4172,선사초등학교,3111055,WEDNESDAY,17567.0,117424743,1334.0
4173,천호태영아파트,3111056,WEDNESDAY,190576.0,411568674,28036.0
4174,천호공원(해공체육문화센터),3111057,WEDNESDAY,528113.0,14283245754,309709.0
4175,성내중학교,3111058,WEDNESDAY,292409.0,154038582,5321.0
4176,강동역 4번(강풀만화거리),3111059,WEDNESDAY,1821294.0,13714829427,256572.0
4177,암사역 2번(서울강동초등학교),3111060,WEDNESDAY,1923842.0,6265555656,221443.0
4178,암사역 1번,3111061,WEDNESDAY,1638757.0,3065509345,175033.0
4179,둔촌동역 3번(성내3동주민센터),3111062,WEDNESDAY,543318.0,3814257282,37406.0
4180,강동구립 천호도서관,3111063,WEDNESDAY,803944.0,1011060532,84802.0
4181,둔촌동역 4번,3111064,WEDNESDAY,271903.0,603541526,18198.0
4182,천일초등학교,3111065,WEDNESDAY,300819.0,82813705,3478.0
4183,암사동성당(효정하나플러스아파트),3111066,WEDNESDAY,850416.0,1129970549,62680.0
4184,강동구립성내도서관,3111067,WEDNESDAY,1388907.0,2451363499,113439.0
4185,강동성심병원,3111068,WEDNESDAY,115514.0,2991020175,110315.0
4186,천호1동주민센터,3111069,WEDNESDAY,1430482.0,297247823,33119.0
4187,천호초등학교,3111070,WEDNESDAY,905191.0,352635340,36223.0
4188,천동초등학교,3111071,WEDNESDAY,310168.0,178488220,10012.0
4189,굽은다리역 1번(십자성마을),3111072,WEDNESDAY,1049493.0,3385011109,182348.0
4190,둔촌동역 1번(한산중학교),3111073,WEDNESDAY,1958419.0,4602628352,183414.0
4191,명일역 1번,3111074,WEDNESDAY,305215.0,865966033,71624.0
4192,굽은다리역 2번,3111075,WEDNESDAY,830465.0,1222841993,95100.0
4193,둔촌2동주민센터,3111076,WEDNESDAY,228446.0,1732688540,74882.0
4194,길동주민센터(강동도서관),3111077,WEDNESDAY,1939727.0,9991200961,449690.0
4195,굽은다리역 4번,3111078,WEDNESDAY,2233580.0,5057950339,219082.0
4196,둔촌고등학교(둔촌중학교),3111079,WEDNESDAY,222030.0,1124653300,46252.0
4197,굽은다리역 3번,3111080,WEDNESDAY,341140.0,1197200036,54394.0
4198,중앙보훈병원,3111082,WEDNESDAY,78282.0,77373190,614.0
4199,GS강동자이아파트,3111083,WEDNESDAY,540739.0,1418776990,82745.0
4200,길동신동아아파트,3111084,WEDNESDAY,116848.0,99110086,311.0
4201,묘곡초등학교(고덕아이파크아파트),3111085,WEDNESDAY,518806.0,4196574818,187503.0
4202,한영중고,3111086,WEDNESDAY,228071.0,3509019179,122823.0
4203,고덕중학교(고덕2동주민센터),3111087,WEDNESDAY,125508.0,1307020942,55460.0
4204,고덕동성당,3111088,WEDNESDAY,143596.0,1623653588,85387.0
4205,상일여고(상일초등학교),3111089,WEDNESDAY,493542.0,8693562442,298090.0
4206,강일동주민센터,3111090,WEDNESDAY,42111.0,3788859013,148441.0
4207,서대문역,3120001,WEDNESDAY,748662.0,16026368154,607411.0
4208,서촌(경복궁역),3120002,WEDNESDAY,785219.0,14877359545,610904.0
4209,광화문역,3120003,WEDNESDAY,800233.0,47834677797,2160874.0
4210,종로구청,3120004,WEDNESDAY,276164.0,14723833200,677474.0
4211,삼청동,3120005,WEDNESDAY,181076.0,10309293013,395471.0
4212,종각역,3120006,WEDNESDAY,1800547.0,71194717430,2819476.0
4213,북촌(안국역),3120007,WEDNESDAY,443091.0,20280540958,1037769.0
4214,인사동,3120008,WEDNESDAY,811415.0,22444809943,810598.0
4215,종로3가역,3120009,WEDNESDAY,3705534.0,198371667962,2912282.0
4216,원남동사거리,3120010,WEDNESDAY,614529.0,4717305538,151127.0
4217,종로4가,3120011,WEDNESDAY,441749.0,9993970327,317709.0
4218,대학로(혜화역),3120012,WEDNESDAY,2152327.0,32846471037,1644648.0
4219,이화사거리,3120013,WEDNESDAY,694353.0,5405005941,272142.0
4220,종로5가역,3120014,WEDNESDAY,591227.0,39888630153,891470.0
4221,종로6가,3120015,WEDNESDAY,277024.0,3712841960,217454.0
4222,동대문역,3120016,WEDNESDAY,554877.0,5721024146,265338.0
4223,동묘앞역(동묘),3120017,WEDNESDAY,512641.0,12673256895,354440.0
4224,중림동,3120018,WEDNESDAY,278184.0,13846859690,406200.0
4225,경찰청앞교차로,3120019,WEDNESDAY,262868.0,2676424247,297298.0
4226,시청역_1번,3120020,WEDNESDAY,43828.0,11930166269,505150.0
4227,시청역_8번,3120021,WEDNESDAY,355874.0,24129652333,1126174.0
4228,북창동(시청역_6번),3120022,WEDNESDAY,737637.0,40160743281,1071874.0
4229,서울시청,3120023,WEDNESDAY,376201.0,29533648402,1161571.0
4230,회현역,3120024,WEDNESDAY,520916.0,7239956362,435141.0
4231,롯데백화점(시청광장 지하쇼핑센터),3120025,WEDNESDAY,78652.0,19558955940,353831.0
4232,을지로입구역,3120026,WEDNESDAY,596497.0,32843087672,1827208.0
4233,명동역(명동재미로),3120027,WEDNESDAY,435753.0,21035598791,672203.0
4234,명동(명동거리),3120028,WEDNESDAY,1195796.0,62040651382,2594867.0
4235,을지로2가,3120029,WEDNESDAY,130386.0,3437533722,126311.0
4236,중부경찰서(영화인의거리),3120030,WEDNESDAY,844222.0,7552477900,477528.0
4237,을지로3가역,3120031,WEDNESDAY,1417984.0,65265931459,3451780.0
4238,충무로역,3120032,WEDNESDAY,1176301.0,32982935458,1411132.0
4239,을지로4가역,3120033,WEDNESDAY,462163.0,26163067112,275175.0
4240,중구청(퇴계로4가),3120034,WEDNESDAY,477948.0,3197210481,115637.0
4241,퇴계로5가,3120035,WEDNESDAY,402881.0,2086411395,137253.0
4242,장충동족발거리(남소영길),3120036,WEDNESDAY,164902.0,4138535991,134722.0
4243,동대문역사문화공원역,3120037,WEDNESDAY,2475277.0,50855437757,1757290.0
4244,약수역,3120038,WEDNESDAY,607628.0,21273646104,903676.0
4245,신당역,3120039,WEDNESDAY,1368861.0,18872860170,1009843.0
4246,용산전자상가(용산역),3120040,WEDNESDAY,677213.0,353069225353,2220460.0
4247,신용산역(용산역),3120041,WEDNESDAY,1315918.0,27434283290,903211.0
4248,"숙대입구역(남영역, 남영동)",3120042,WEDNESDAY,244091.0,8540995439,349224.0
4249,서울역,3120043,WEDNESDAY,748160.0,41606130717,1991233.0
4250,삼각지역,3120044,WEDNESDAY,460141.0,5513321546,122738.0
4251,남영동 먹자골목,3120045,WEDNESDAY,114403.0,15633049621,397815.0
4252,이태원(이태원역),3120046,WEDNESDAY,790424.0,36920717031,1343470.0
4253,한남오거리,3120047,WEDNESDAY,360267.0,19622320968,456520.0
4254,금호역,3120048,WEDNESDAY,535826.0,9239235571,353928.0
4255,왕십리역(왕십리),3120049,WEDNESDAY,1429441.0,12492696611,557982.0
4256,서울숲역,3120050,WEDNESDAY,114283.0,1455756686,24712.0
4257,뚝섬역,3120051,WEDNESDAY,1647189.0,20491020858,812098.0
4258,성수역,3120052,WEDNESDAY,884544.0,41679036864,2213589.0
4259,건대입구역(건대),3120053,WEDNESDAY,1602870.0,47906892329,2271306.0
4260,어린이대공원역,3120054,WEDNESDAY,1116140.0,10469008137,608238.0
4261,군자역,3120055,WEDNESDAY,1519703.0,34738030386,1177861.0
4262,구의역,3120056,WEDNESDAY,791522.0,22883548566,956387.0
4263,아차산역,3120057,WEDNESDAY,713323.0,15071821766,638758.0
4264,구의사거리,3120058,WEDNESDAY,436610.0,10632401087,285453.0
4265,구삼강변맛길,3120059,WEDNESDAY,576927.0,12453734413,404624.0
4266,강변역(테크노마트),3120060,WEDNESDAY,172511.0,38592873945,693559.0
4267,올림픽대교북단,3120061,WEDNESDAY,193189.0,17934503157,552621.0
4268,신설동역,3120062,WEDNESDAY,1145965.0,19882366339,982170.0
4269,청량리역(청량리),3120063,WEDNESDAY,565345.0,23827167498,1145641.0
4270,경희대학교(경희대),3120064,WEDNESDAY,601133.0,12641030569,786714.0
4271,회기역,3120065,WEDNESDAY,695668.0,5282631883,338690.0
4272,장한평역(장한평),3120066,WEDNESDAY,886927.0,43311062445,1122423.0
4273,장안동사거리,3120067,WEDNESDAY,977501.0,36656379568,1344378.0
4274,사가정역,3120068,WEDNESDAY,167505.0,11265642362,630869.0
4275,상봉역,3120069,WEDNESDAY,1051051.0,14886097401,857005.0
4276,한성대입구역,3120070,WEDNESDAY,386884.0,15725866973,711086.0
4277,성북구청,3120071,WEDNESDAY,305440.0,3923962201,167612.0
4278,성신여대,3120072,WEDNESDAY,1585380.0,29739905370,1643704.0
4279,미아사거리,3120073,WEDNESDAY,190749.0,5154311409,304646.0
4280,안암역,3120074,WEDNESDAY,568838.0,6082135218,294188.0
4281,월곡역,3120075,WEDNESDAY,215422.0,8801927542,481556.0
4282,수유역,3120076,WEDNESDAY,2700329.0,64402974054,2611475.0
4283,미아역,3120077,WEDNESDAY,1003222.0,12756485279,692428.0
4284,미아사거리역,3120078,WEDNESDAY,651470.0,22076470676,737428.0
4285,창동역,3120079,WEDNESDAY,240405.0,21552234834,1138629.0
4286,마들역,3120080,WEDNESDAY,63031.0,15268648026,788749.0
4287,노원역,3120081,WEDNESDAY,2839017.0,75418460182,2813883.0
4288,상계백병원,3120082,WEDNESDAY,118651.0,5501447437,217593.0
4289,등나무근린공원,3120083,WEDNESDAY,145379.0,28317793409,1104942.0
4290,공릉역,3120084,WEDNESDAY,335667.0,8114415876,389069.0
4291,은행사거리,3120085,WEDNESDAY,260216.0,21997046908,700543.0
4292,태릉입구역,3120086,WEDNESDAY,253785.0,6167144781,368129.0
4293,응암역,3120087,WEDNESDAY,422982.0,7210228520,397832.0
4294,구산역,3120088,WEDNESDAY,320103.0,19562017250,629284.0
4295,구파발역,3120089,WEDNESDAY,153525.0,3983525961,153781.0
4296,연신내역,3120090,WEDNESDAY,1012965.0,21339047754,842800.0
4297,본서부병원,3120091,WEDNESDAY,435175.0,11137741043,427610.0
4298,불광역,3120092,WEDNESDAY,333920.0,3205231653,176077.0
4299,연희동,3120093,WEDNESDAY,378418.0,17988673968,719283.0
4300,"신촌역(신촌역, 신촌로터리)",3120094,WEDNESDAY,3727454.0,60023377930,2636981.0
4301,홍제역,3120095,WEDNESDAY,696775.0,17067578948,927743.0
4302,"이화여대(이대역, 이대)",3120096,WEDNESDAY,787215.0,14126559025,774071.0
4303,충정로역,3120097,WEDNESDAY,329702.0,2528329120,173451.0
4304,DMC(디지털미디어시티),3120098,WEDNESDAY,341493.0,29380609836,2135411.0
4305,월드컵경기장역(월드컵경기장),3120099,WEDNESDAY,4585.0,1667447788,99184.0
4306,망원역,3120100,WEDNESDAY,350384.0,13251332017,614704.0
4307,합정역,3120101,WEDNESDAY,853343.0,27572668159,1307665.0
4308,서교동(홍대),3120102,WEDNESDAY,1470523.0,17215504781,746596.0
4309,홍대입구역(홍대),3120103,WEDNESDAY,2295434.0,79506601934,2929862.0
4310,연남동(홍대),3120104,WEDNESDAY,2754902.0,38011873384,1688542.0
4311,상수역(홍대),3120105,WEDNESDAY,571833.0,7907872431,429058.0
4312,마포역,3120106,WEDNESDAY,497378.0,18562101607,753624.0
4313,공덕역(공덕오거리),3120107,WEDNESDAY,876993.0,21943167113,632399.0
4314,신정네거리역,3120108,WEDNESDAY,503276.0,23632473392,986534.0
4315,서울남부지방법원,3120109,WEDNESDAY,381986.0,7052555472,229645.0
4316,목동역 8번출구,3120110,WEDNESDAY,717477.0,23166037227,981847.0
4317,목동사거리,3120111,WEDNESDAY,378129.0,9323428716,317670.0
4318,등촌역,3120112,WEDNESDAY,838168.0,14838337956,588908.0
4319,오목교역,3120113,WEDNESDAY,1119854.0,29349702585,692518.0
4320,목동신시가지,3120114,WEDNESDAY,700468.0,37652343246,1200238.0
4321,김포공항역(김포공항),3120115,WEDNESDAY,5832.0,1127421646,90544.0
4322,송정역,3120116,WEDNESDAY,164541.0,3701101399,102380.0
4323,강서농산물도매시장,3120117,WEDNESDAY,6098.0,51949012451,689159.0
4324,마곡역(마곡),3120118,WEDNESDAY,89344.0,10201232864,313079.0
4325,발산역(마곡),3120119,WEDNESDAY,691085.0,39797730383,1240991.0
4326,화곡역,3120120,WEDNESDAY,987726.0,16879828194,926484.0
4327,까치산역,3120121,WEDNESDAY,1815244.0,14679351028,666926.0
4328,강서구청,3120122,WEDNESDAY,1042598.0,15691581961,738051.0
4329,오류동역,3120123,WEDNESDAY,414558.0,12172891306,773352.0
4330,개봉동 현대아파트,3120124,WEDNESDAY,583977.0,10717159782,424238.0
4331,구로역,3120125,WEDNESDAY,410285.0,102032893750,1372082.0
4332,디지털단지오거리,3120126,WEDNESDAY,130989.0,1851242123,129933.0
4333,구로구청,3120127,WEDNESDAY,401440.0,15933687240,550061.0
4334,신도림역,3120128,WEDNESDAY,330483.0,18778479622,616345.0
4335,구로디지털단지,3120129,WEDNESDAY,468408.0,67037846665,3419862.0
4336,구로디지털단지역,3120130,WEDNESDAY,903514.0,30702388174,1128724.0
4337,가산디지털단지,3120131,WEDNESDAY,778797.0,376297812315,11584594.0
4338,독산동,3120132,WEDNESDAY,594904.0,21770646328,927294.0
4339,서울시흥동우체국(홈플러스시흥점),3120133,WEDNESDAY,84892.0,4770061018,146795.0
4340,구로전화국,3120134,WEDNESDAY,451703.0,19594591718,563018.0
4341,양평역,3120135,WEDNESDAY,289950.0,1285134768,107203.0
4342,영등포구청역,3120136,WEDNESDAY,1063701.0,20655537644,1035345.0
4343,문래역(문래로데오거리),3120137,WEDNESDAY,21809.0,6079722984,182916.0
4344,당산2동(영등포우체국),3120138,WEDNESDAY,345642.0,7296697799,331700.0
4345,대림3동사거리,3120139,WEDNESDAY,464792.0,52229923395,754916.0
4346,문래동주민센터,3120140,WEDNESDAY,83820.0,6733942556,501548.0
4347,영등포청과시장교차로,3120141,WEDNESDAY,314919.0,3075442187,74892.0
4348,대림역,3120142,WEDNESDAY,1071183.0,16333464202,526668.0
4349,당산역,3120143,WEDNESDAY,696768.0,20114578988,939354.0
4350,영중로,3120144,WEDNESDAY,932207.0,12736197519,1198083.0
4351,영등포역(영등포),3120145,WEDNESDAY,2289444.0,85226540364,2422045.0
4352,한강성심병원,3120146,WEDNESDAY,309507.0,5305163016,132662.0
4353,보라매역,3120147,WEDNESDAY,526851.0,7688537623,470304.0
4354,국회의사당역(국회의사당),3120148,WEDNESDAY,285765.0,53225266899,2174171.0
4355,여의도역(여의도),3120149,WEDNESDAY,1099099.0,131587992410,4636846.0
4356,63빌딩,3120150,WEDNESDAY,38424.0,16979199604,105633.0
4357,보라매공원,3120151,WEDNESDAY,803476.0,21315033944,1122807.0
4358,신대방삼거리역,3120152,WEDNESDAY,436587.0,19450442280,726418.0
4359,노량진역(노량진),3120153,WEDNESDAY,976041.0,517098285249,6982553.0
4360,장승배기역,3120154,WEDNESDAY,298442.0,7279139889,356715.0
4361,총신대학교,3120155,WEDNESDAY,96774.0,88219658,933.0
4362,"총신대입구역(이수, 총신대)",3120156,WEDNESDAY,2199322.0,42158987702,1566960.0
4363,신림역(신림),3120157,WEDNESDAY,2557277.0,33357327032,1716069.0
4364,녹두거리(대학동),3120158,WEDNESDAY,413242.0,11243661002,783362.0
4365,서울대입구역,3120159,WEDNESDAY,1995440.0,41820237532,1490286.0
4366,사당역(사당),3120160,WEDNESDAY,1205750.0,32285799390,1148708.0
4367,방배동가구거리(사당동가구거리),3120161,WEDNESDAY,238966.0,3310965155,27765.0
4368,방배동카페골목,3120162,WEDNESDAY,309008.0,8884982307,475794.0
4369,사당역 11번(사당역먹자골목),3120163,WEDNESDAY,848911.0,638936401,30224.0
4370,내방역,3120164,WEDNESDAY,784468.0,26406717896,1492265.0
4371,서래마을카페거리(서래마을),3120165,WEDNESDAY,479507.0,19604903422,470440.0
4372,방배역,3120166,WEDNESDAY,656185.0,33773835419,1017841.0
4373,고속터미널(고속터미널역),3120167,WEDNESDAY,399597.0,43417696596,741687.0
4374,서울고교교차로,3120168,WEDNESDAY,163646.0,2341200906,57890.0
4375,서초역,3120169,WEDNESDAY,920061.0,35229691951,1541167.0
4376,삼호가든사거리,3120170,WEDNESDAY,695911.0,28802119700,567650.0
4377,서초3동사거리,3120171,WEDNESDAY,962545.0,28747651886,904608.0
4378,교대입구교차로,3120172,WEDNESDAY,1262704.0,21541666425,652942.0
4379,교대역(법원.검찰청),3120173,WEDNESDAY,2789664.0,74879966022,2666018.0
4380,논현역 5번,3120174,WEDNESDAY,198966.0,3371875266,16726.0
4381,남부터미널역,3120175,WEDNESDAY,816614.0,21174185180,925051.0
4382,논현역 4번,3120176,WEDNESDAY,1104362.0,914868895,45693.0
4383,신논현역 1번,3120177,WEDNESDAY,787237.0,2281906548,92422.0
4384,신사역,3120178,WEDNESDAY,2005249.0,77878673105,1659084.0
4385,양재역,3120179,WEDNESDAY,1529637.0,45719183506,1608483.0
4386,양재화물트럭터미널앞,3120180,WEDNESDAY,80427.0,2675424866,155657.0
4387,교육개발원입구사거리,3120181,WEDNESDAY,288363.0,22857373305,198501.0
4388,"양재시민의숲역(양재동꽃시장, aT센터)",3120182,WEDNESDAY,423243.0,25274053830,587710.0
4389,양재천카페거리,3120183,WEDNESDAY,268508.0,12891711444,127364.0
4390,포이사거리(삼호물산),3120184,WEDNESDAY,1070154.0,49217849711,2340451.0
4391,논현역,3120185,WEDNESDAY,1521106.0,60933146729,1419153.0
4392,가로수길,3120186,WEDNESDAY,1375333.0,51174293961,931843.0
4393,신논현역,3120187,WEDNESDAY,2195666.0,69301486995,2116166.0
4394,압구정역,3120188,WEDNESDAY,1255536.0,84339331539,1235495.0
4395,강남역,3120189,WEDNESDAY,4838074.0,229160762596,7863210.0
4396,강남을지병원,3120190,WEDNESDAY,918224.0,36686176808,735531.0
4397,학동역,3120191,WEDNESDAY,1435381.0,28858660859,1015462.0
4398,뱅뱅사거리,3120192,WEDNESDAY,1475907.0,43585445571,2222364.0
4399,도산공원교차로,3120193,WEDNESDAY,488545.0,31482834303,304121.0
4400,언주역(차병원),3120194,WEDNESDAY,1160606.0,21445904258,764367.0
4401,성수대교남단,3120195,WEDNESDAY,483433.0,47022363584,440751.0
4402,서울세관,3120196,WEDNESDAY,525517.0,7969515105,282167.0
4403,역삼역,3120197,WEDNESDAY,3226481.0,99760278837,4754124.0
4404,구역삼세무서,3120198,WEDNESDAY,1423248.0,17023837954,873575.0
4405,경복아파트교차로,3120199,WEDNESDAY,339554.0,7951450496,465274.0
4406,학동사거리,3120200,WEDNESDAY,792355.0,69861487951,684432.0
4407,도곡1동,3120201,WEDNESDAY,641593.0,16820605111,454665.0
4408,압구정로데오역(압구정로데오),3120202,WEDNESDAY,1180392.0,62886245105,860923.0
4409,강남구청역,3120203,WEDNESDAY,1136188.0,36439457140,1308091.0
4410,르네상스호텔사거리,3120204,WEDNESDAY,1375490.0,11498021190,675897.0
4411,매봉역,3120205,WEDNESDAY,348696.0,18007317296,554373.0
4412,개나리아파트,3120206,WEDNESDAY,705052.0,9043597856,475091.0
4413,선정릉역,3120207,WEDNESDAY,1201663.0,21740039581,1153208.0
4414,청담사거리(청담동명품거리),3120208,WEDNESDAY,839417.0,74050133720,715344.0
4415,"강남구청(청담역_8번, 강남세무서)",3120209,WEDNESDAY,508223.0,29041921845,799460.0
4416,선릉역,3120210,WEDNESDAY,3337111.0,82460744999,3913133.0
4417,도성초등학교,3120211,WEDNESDAY,517543.0,15921342608,337043.0
4418,한티역,3120212,WEDNESDAY,598892.0,32526257398,1020786.0
4419,삼성중앙역,3120213,WEDNESDAY,1387603.0,22087277844,545228.0
4420,영동대교남단교차로,3120214,WEDNESDAY,205485.0,4624168904,126578.0
4421,포스코사거리,3120215,WEDNESDAY,2194450.0,65666896089,3322313.0
4422,경기고교사거리(경기고교앞사거리),3120216,WEDNESDAY,127981.0,4673180206,107072.0
4423,대치사거리,3120217,WEDNESDAY,788934.0,24947490424,412155.0
4424,코엑스,3120218,WEDNESDAY,30586.0,15801619897,669256.0
4425,은마아파트,3120219,WEDNESDAY,674752.0,74879994217,1628192.0
4426,대치역,3120220,WEDNESDAY,278821.0,35694347269,944046.0
4427,봉은사역,3120221,WEDNESDAY,313147.0,11037523174,363641.0
4428,삼성역,3120222,WEDNESDAY,683556.0,79522793287,2737428.0
4429,휘문고교사거리,3120223,WEDNESDAY,209389.0,28925795155,86936.0
4430,수서역,3120224,WEDNESDAY,155609.0,31529457989,2261127.0
4431,잠실새내역(신천),3120225,WEDNESDAY,1584535.0,85595471742,3343431.0
4432,석촌고분역,3120226,WEDNESDAY,401270.0,22432821241,613874.0
4433,잠실역,3120227,WEDNESDAY,715802.0,165349332560,7319293.0
4434,석촌역(석촌호수),3120228,WEDNESDAY,1188613.0,20549280386,747860.0
4435,방이동먹자골목,3120229,WEDNESDAY,982964.0,34463161131,1104897.0
4436,송파사거리(송파역),3120230,WEDNESDAY,363406.0,11831156007,374635.0
4437,가락시장,3120231,WEDNESDAY,18052.0,269887510508,3839390.0
4438,송파나루역,3120232,WEDNESDAY,222150.0,7551391232,169791.0
4439,몽촌토성역,3120233,WEDNESDAY,516545.0,12656187918,421515.0
4440,가락시장역,3120234,WEDNESDAY,1109030.0,24641872361,927203.0
4441,문정역,3120235,WEDNESDAY,299911.0,36170223324,1741416.0
4442,장지역(가든파이브),3120236,WEDNESDAY,117887.0,48331459224,1176200.0
4443,경찰병원역,3120237,WEDNESDAY,1452789.0,16365475774,714778.0
4444,방이역,3120238,WEDNESDAY,161756.0,10115281303,352231.0
4445,오금역,3120239,WEDNESDAY,697802.0,5516119340,253892.0
4446,개롱역,3120240,WEDNESDAY,926347.0,16860920688,536244.0
4447,거여역,3120241,WEDNESDAY,357498.0,14334707457,569228.0
4448,강동구청역,3120242,WEDNESDAY,1017731.0,13094418457,387754.0
4449,천호역,3120243,WEDNESDAY,779254.0,46921751724,1631191.0
4450,암사역,3120244,WEDNESDAY,403697.0,16085477099,780995.0
4451,둔촌역,3120245,WEDNESDAY,725127.0,24461570752,1075454.0
4452,길동역,3120246,WEDNESDAY,2478199.0,28914384726,1457021.0
4453,굽은다리역,3120247,WEDNESDAY,385228.0,12093301192,563812.0
4454,명일역,3120248,WEDNESDAY,879736.0,24914871251,887750.0
4455,고덕역,3120249,WEDNESDAY,296653.0,42829232689,1352515.0
4456,통인시장,3130001,WEDNESDAY,262486.0,4334362688,185804.0
4457,세종마을음식문화거리(금천교시장),3130002,WEDNESDAY,414765.0,9127532738,310071.0
4458,낙원시장(낙원지하시장(대일상가)),3130004,WEDNESDAY,55022.0,1794735968,30415.0
4459,세운상가가동,3130005,WEDNESDAY,85606.0,684157638,6896.0
4460,광장시장(광장전통시장),3130007,WEDNESDAY,340048.0,13644337295,504165.0
4461,마전교지하쇼핑센터(구 한일상가),3130009,WEDNESDAY,35372.0,263021516,2186.0
4462,종로신진시장,3130010,WEDNESDAY,597829.0,9745659496,238879.0
4463,"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",3130012,WEDNESDAY,32254.0,832261769,23630.0
4464,동대문상가A동,3130013,WEDNESDAY,21475.0,3588324756,62627.0
4465,동문시장,3130014,WEDNESDAY,22679.0,4592027368,39698.0
4466,창신골목시장,3130015,WEDNESDAY,434738.0,3205663395,144207.0
4467,동대문상가B동,3130016,WEDNESDAY,21475.0,566254498,16049.0
4468,동대문문구완구거리(동대문문구완구시장),3130018,WEDNESDAY,305907.0,19490627799,525530.0
4469,동묘시장(동묘벼룩시장),3130020,WEDNESDAY,261348.0,1559008057,52317.0
4470,숭례문수입상가(남대문시장),3130022,WEDNESDAY,45661.0,2911043950,48312.0
4471,남대문시장(자유상가),3130024,WEDNESDAY,1296468.0,85240573046,1965416.0
4472,삼익패션타운(남대문시장),3130025,WEDNESDAY,48039.0,8482929196,134248.0
4473,청계천공구상가,3130031,WEDNESDAY,219902.0,2276084279,56202.0
4474,인현시장,3130032,WEDNESDAY,120936.0,4932849068,132726.0
4475,대림상가(청계상가),3130033,WEDNESDAY,44554.0,21592380107,100525.0
4476,방산종합시장(방산시장),3130035,WEDNESDAY,632328.0,21782287828,374468.0
4477,중부시장(신중부시장),3130036,WEDNESDAY,708551.0,37727901743,509458.0
4478,"평화시장(통일상가, 동화상가)",3130038,WEDNESDAY,64706.0,0,0.0
4479,약수시장,3130042,WEDNESDAY,236286.0,5596018930,210720.0
4480,team204(팀204),3130046,WEDNESDAY,44914.0,550376550,27962.0
4481,테크노상가(엘리시움),3130047,WEDNESDAY,89828.0,2044136323,47202.0
4482,동평화시장,3130048,WEDNESDAY,43846.0,9371538601,211151.0
4483,신당 미래유산 먹거리 골목형상점가,3130049,WEDNESDAY,90901.0,981201695,32525.0
4484,청평화시장,3130050,WEDNESDAY,38201.0,949566649,30820.0
4485,동화동 골목형상점가,3130051,WEDNESDAY,929519.0,1826757138,79269.0
4486,서울중앙시장(신중앙시장),3130052,WEDNESDAY,1018681.0,23039092849,545230.0
4487,백학시장,3130053,WEDNESDAY,378028.0,9183010811,483191.0
4488,황학동주방가구거리상점가,3130054,WEDNESDAY,653432.0,3935206668,60003.0
4489,"황학시장(서울중앙시장, 신중앙시장)",3130055,WEDNESDAY,552140.0,3043093162,107693.0
4490,용산용문시장,3130056,WEDNESDAY,286274.0,14282777816,535426.0
4491,만리시장,3130057,WEDNESDAY,10110.0,2056628311,109045.0
4492,이촌종합시장,3130058,WEDNESDAY,75163.0,3370784407,104596.0
4493,후암시장,3130059,WEDNESDAY,92827.0,3292404698,200211.0
4494,신흥시장,3130060,WEDNESDAY,216583.0,569581046,25167.0
4495,이태원시장,3130061,WEDNESDAY,47228.0,1438210302,20146.0
4496,보광시장,3130062,WEDNESDAY,8851.0,98820854,3037.0
4497,신금호역 골목형상점가,3130063,WEDNESDAY,73289.0,1573209143,88175.0
4498,금남시장,3130064,WEDNESDAY,262691.0,2582337016,107186.0
4499,무학봉상점가,3130065,WEDNESDAY,602419.0,2725444486,103789.0
